#{"t_start": 1715162330.874547, "env_id": "PandaReachObjEnv-v0"}
r,l,t
-704.257582,1001,19.571861
-349.933699,1001,40.125393
-298.062418,1001,59.640822
-154.841355,1001,78.614544
-130.680529,1001,99.36629
-0.197226,3,99.519345
-0.19287,3,99.670693
-0.193852,3,99.8971
-0.194565,3,100.126078
-0.189751,3,100.351559
-0.191423,3,100.567011
-0.198176,3,100.786311
-0.248798,4,101.025917
-200.211431,916,118.355006
-171.396114,1001,136.286766
-11.666566,108,138.542552
-0.14453,2,138.752623
-0.141424,2,138.96497
-0.141237,2,139.157701
-0.143506,2,139.339141
-0.145725,2,139.524255
-0.146363,2,139.709681
-0.146266,2,139.897286
-0.145529,2,140.078207
-0.145308,2,140.262566
-0.147357,2,140.448424
-0.148788,2,140.637562
-0.149138,2,140.821426
-0.151108,2,141.005105
-0.154325,2,141.198089
-0.156119,2,141.384226
-0.153809,2,141.576612
-0.15154,2,141.766452
-0.150157,2,141.956445
-0.148993,2,142.140151
-0.148185,2,142.321628
-0.147625,2,142.512221
-0.150921,2,142.689328
-0.154909,2,142.865617
-0.158395,2,143.051313
-0.161714,2,143.234484
-0.184135,3,143.435126
-0.200878,3,143.642694
-0.224335,3,143.842564
-0.236192,3,144.043353
-0.217542,3,144.242852
-0.211336,3,144.440287
-0.215987,3,144.645681
-0.214291,3,144.845349
-0.227896,3,145.046891
-0.235068,3,145.245621
-0.221252,3,145.442491
-0.226675,3,145.639298
-0.23755,3,145.839563
-0.236965,3,146.029809
-0.232959,3,146.22864
-0.240867,3,146.424022
-0.24287,3,146.630713
-0.238342,3,146.835171
-0.231755,3,147.032528
-0.24338,3,147.226747
-0.243767,3,147.433708
-0.233957,3,147.637416
-0.216819,3,147.843741
-0.223792,3,148.046941
-0.234346,3,148.238991
-0.234054,3,148.435807
-130.688139,942,167.242896
-0.198878,3,167.370578
-0.202629,3,167.49426
-0.190771,3,167.623814
-0.180771,3,167.828355
-0.182171,3,168.025916
-0.184999,3,168.215858
-0.179143,3,168.416892
-0.174275,3,168.61623
-0.174652,3,168.830187
-0.179252,3,169.029016
-0.181115,3,169.227773
-0.139492,2,169.344138
-0.135424,2,169.480469
-0.134537,2,169.622133
-0.138431,2,169.776382
-0.156339,2,169.915318
-0.203592,3,170.096225
-0.146965,2,170.24366
