#{"t_start": 1715275577.074303, "env_id": "PandaPush-v3"}
r,l,t
-12.139503,50,1.007168
-6.768323,50,3.8073
-3.860625,50,12.027764
-9.12396,50,20.302707
-11.925147,50,28.725423
-11.714317,50,37.042791
-6.374985,50,45.437622
-12.417439,50,53.630028
-7.602546,50,61.826335
-7.868295,50,70.174824
-5.729735,50,78.408064
-6.281043,50,86.595848
-5.110212,50,94.829727
-11.054444,50,103.022548
-11.735378,50,111.23657
-11.558578,50,119.434009
-9.269528,50,127.669081
-10.226321,50,135.902388
-9.28045,50,144.180601
-3.032489,50,152.367138
-4.557221,50,160.903193
-8.743628,50,169.116683
-5.237463,50,177.308408
-7.777807,50,185.541611
-2.528698,50,193.845799
-3.091484,50,202.072378
-0.020219,1,202.236874
-8.23354,50,210.44149
-3.019243,50,218.669404
-11.912777,50,226.939845
-8.732829,50,235.204602
-11.275551,50,243.53212
-7.843463,50,251.838305
-9.577758,50,260.09048
-5.697551,50,268.379802
-13.273782,50,276.636064
-10.456859,50,284.852155
-6.600294,50,293.060095
-7.805128,50,301.322782
-11.803608,50,309.573777
-6.265671,50,317.824262
-9.533225,50,326.105589
-11.876135,50,334.405096
-9.847924,50,342.851606
-10.506094,50,352.933008
-0.03404,1,353.135605
-0.049245,1,353.319385
-7.355582,50,361.675754
-9.763488,50,369.722747
-10.926616,50,377.731355
-0.02357,1,377.896892
-13.204438,50,385.905188
-30.325666,50,393.919162
-7.310134,50,401.923933
-7.245478,50,410.394229
-4.341481,50,418.592629
-3.822234,50,427.085436
-2.506249,50,435.421959
-13.658668,50,443.916809
-11.584745,50,452.142831
-10.3617,50,460.370053
-6.057435,50,468.584272
-4.106164,50,476.796786
-5.775082,50,485.218321
-10.568029,50,493.465892
-6.531982,50,501.708697
-8.663055,50,510.009613
-10.500203,50,518.237587
-8.27435,50,526.484931
-8.950236,50,534.701162
-8.7089,50,542.96552
-11.597813,50,551.174858
-5.327901,50,559.453535
-7.564993,50,567.677277
-52.014851,50,575.902384
-9.679538,50,584.148422
-10.055134,50,592.421684
-10.606917,50,600.69785
-10.410702,50,609.005309
-6.797614,50,617.204473
-10.856347,50,625.400565
-15.31884,50,633.679937
-4.683407,50,641.89141
-8.348078,50,650.103619
-7.61763,50,658.321947
-0.042142,1,658.489733
-4.558535,50,666.821733
-5.356878,50,675.033893
-13.396904,50,683.299767
-7.952771,50,691.545644
-4.825223,50,699.757463
-9.932846,50,708.166132
-14.640078,50,716.434323
-4.049776,50,724.672235
-5.128988,50,732.950442
-15.431773,50,741.402787
-9.093525,50,749.566551
-9.039137,50,757.68117
-3.914902,50,765.722801
-4.079501,50,773.7284
-8.344982,50,781.773252
-14.488022,50,789.804372
-11.636911,50,798.023742
-7.452798,50,806.221408
-10.315765,50,814.46731
-15.829759,50,822.916709
-7.274787,50,831.280349
-8.434072,50,839.61581
-11.373738,50,848.079321
-9.39564,50,858.514673
-8.920233,50,868.06416
-5.485665,50,877.058834
-3.796884,50,886.142426
-11.864247,50,895.129651
-7.151474,50,904.207222
-6.087919,50,913.239269
-14.110116,50,922.29515
-0.015437,1,922.466359
-4.11596,50,931.449463
-11.907676,50,940.440318
-5.00895,50,949.510139
-12.56831,50,958.561682
-0.044968,1,958.741562
-8.463021,50,967.778506
-13.69575,50,976.795078
-11.539106,50,985.788606
-5.831846,50,994.849271
-4.861132,50,1003.894563
-8.000054,50,1012.924403
-4.748505,50,1021.921372
-7.030927,50,1030.998261
-2.996662,50,1039.992807
-6.179442,50,1049.01313
-17.544935,50,1058.041274
-10.444943,50,1067.059095
-3.928156,50,1076.116572
-5.479948,50,1085.143477
-11.581883,50,1094.258767
-13.370796,50,1103.337677
-13.878742,50,1112.445555
-8.624082,50,1121.517346
-4.127552,50,1130.558331
-7.991634,50,1139.625757
-3.079394,50,1148.660187
-4.672435,50,1157.74637
-8.194345,50,1166.822948
-12.080861,50,1175.280912
-7.975573,50,1183.851609
-4.726773,50,1192.174315
-0.021868,1,1192.33724
-4.178032,50,1200.599423
-15.006985,50,1208.810027
-10.597798,50,1217.132523
-6.648398,50,1225.547028
-12.215248,50,1233.922901
-9.476021,50,1242.289635
-8.698864,50,1250.698545
-3.02679,50,1259.151936
-5.319135,50,1267.997305
-8.064841,50,1277.034367
-13.717894,50,1286.048259
-7.613359,50,1295.091601
-7.565575,50,1304.207341
-8.131036,50,1313.297807
-12.06853,50,1322.342646
-6.347048,50,1331.407167
-0.043207,1,1331.579882
-0.044325,1,1331.759971
-8.077065,50,1340.843506
-7.661191,50,1349.956721
-6.317057,50,1359.068303
-8.886357,50,1368.102157
-10.578797,50,1377.13568
-3.551041,50,1386.200013
-4.01494,50,1395.315446
-4.087344,50,1404.438327
-7.948249,50,1413.502063
-7.091692,50,1422.546669
-3.360379,50,1431.573435
-3.321693,50,1440.611462
-4.751751,50,1449.673052
-3.667468,50,1458.649057
-11.132017,50,1467.722566
-0.038446,1,1467.902603
-3.247801,50,1476.912985
-6.227384,50,1485.904094
-10.849656,50,1494.97201
-10.402763,50,1504.01279
-8.036662,50,1512.996051
-9.177737,50,1521.985185
-12.649054,50,1531.060883
-5.990398,50,1540.09667
-14.008449,50,1549.156949
-6.989851,50,1558.211845
-3.384685,50,1567.240767
-8.291787,50,1576.303254
-10.352111,50,1585.351625
-3.440352,50,1594.373514
-7.539398,50,1603.453445
-2.866104,50,1612.507583
-10.530065,50,1621.527735
-6.972021,50,1630.528666
-15.051971,50,1639.579797
-4.523963,50,1648.58887
-12.1734,50,1657.618759
-0.039501,1,1657.798801
-11.456842,50,1666.803245
-12.565941,50,1675.875923
-4.515551,50,1684.844862
-11.315805,50,1693.907047
-9.832023,50,1702.888622
-10.862751,50,1711.913712
-12.431136,50,1720.867056
-9.936857,50,1729.095345
-10.261827,50,1737.404762
-4.062634,50,1745.628392
-11.759949,50,1753.911846
-3.416602,50,1762.22287
-5.915775,50,1770.535722
-10.336851,50,1779.403212
-13.213772,50,1788.303099
-6.842366,50,1797.281484
-6.981275,50,1806.29023
-5.880932,50,1815.291402
-8.616298,50,1824.350356
-7.137243,50,1833.343168
-8.593272,50,1842.335388
-9.859791,50,1851.396434
-5.336284,50,1860.402787
-14.676746,50,1869.280776
-8.818401,50,1878.248309
-7.434756,50,1887.237529
-13.315246,50,1896.222348
-2.737067,50,1905.255815
-14.408951,50,1914.170366
-6.68936,50,1923.178408
-0.020338,1,1923.349126
-2.677278,50,1932.331913
-7.329122,50,1941.288589
-9.544184,50,1950.128189
-3.677278,50,1959.118887
-3.838239,50,1968.059231
-9.070869,50,1976.992977
-10.630085,50,1985.953465
-9.543217,50,1994.988017
-4.444525,50,2003.914067
-5.933477,50,2012.840024
-8.427569,50,2021.837072
-4.88972,50,2030.823
-6.570102,50,2039.787953
-15.328586,50,2048.778047
-10.610351,50,2057.807691
-17.001463,50,2066.905313
-5.444452,50,2075.772845
-7.16258,50,2084.27485
-5.368765,50,2093.004174
-7.200699,50,2101.674855
-7.062527,50,2110.383723
-14.937353,50,2119.03897
-11.259822,50,2127.75984
-0.445357,7,2128.965584
-6.995583,50,2137.679129
-7.755914,50,2146.379852
-9.628668,50,2155.029237
-5.535509,50,2163.688756
-9.752171,50,2172.49134
-0.017791,1,2172.661729
-5.433333,50,2181.370583
-10.87375,50,2190.004256
-2.820405,50,2198.705692
-6.165687,50,2207.392277
-5.611793,50,2216.015623
-10.135724,50,2224.713361
-7.845192,50,2233.382966
-10.557806,50,2242.097795
-9.057037,50,2250.802478
-8.20493,50,2259.449084
-6.707328,50,2268.103693
-17.390578,50,2276.775224
-8.896716,50,2285.312398
-0.031359,1,2285.489302
-10.160215,50,2294.062804
-14.647944,50,2302.670155
-6.73255,50,2311.767117
-13.456454,50,2320.406921
-7.873012,50,2328.992022
-0.044709,1,2329.164051
-3.752429,50,2337.66366
-8.76737,50,2346.181793
-12.229436,50,2354.69994
-6.826153,50,2363.274189
-6.688418,50,2371.818675
-5.279207,50,2380.343235
-9.189226,50,2388.914051
-9.406115,50,2397.545941
-12.832848,50,2406.120758
-13.462095,50,2414.678263
-0.019195,1,2414.852154
-9.664865,50,2423.447474
-7.795035,50,2431.999148
-7.902066,50,2440.560972
-9.767029,50,2449.084903
-8.622032,50,2457.795194
-7.914561,50,2466.366034
-14.761269,50,2474.9626
-8.195429,50,2483.594923
-4.848354,50,2492.127045
-6.650872,50,2500.772961
-11.620408,50,2509.370329
-3.835935,50,2517.958928
-7.573222,50,2526.489682
-5.880955,50,2535.086359
-6.157223,50,2543.677874
-9.521092,50,2552.286402
-13.305431,50,2560.930893
-4.722807,50,2569.553432
-5.585786,50,2578.189109
-20.749202,50,2586.491258
-4.862438,50,2594.772614
-0.025514,1,2594.939983
-6.504473,50,2603.213465
-11.08159,50,2611.476298
-15.557115,50,2619.812479
-12.281985,50,2628.199174
-6.713363,50,2636.516046
-6.565023,50,2644.92033
-2.641808,50,2653.341289
-5.931,50,2661.715582
-26.837043,50,2670.17247
-11.859863,50,2678.50659
-8.308453,50,2686.899135
-6.945147,50,2695.280818
-10.50774,50,2703.637753
-0.028644,1,2703.810542
-9.545411,50,2712.185547
-4.044793,50,2720.55112
-11.833625,50,2728.934713
-8.956737,50,2737.303201
-13.028389,50,2745.624032
-15.058543,50,2754.060758
-7.159687,50,2762.433781
-5.15629,50,2770.802833
-7.603422,50,2779.155006
-9.950489,50,2787.587054
-15.606866,50,2795.955562
-8.670107,50,2804.372361
-9.282628,50,2812.76165
-7.311597,50,2821.115791
-7.700509,50,2829.478247
-11.929416,50,2837.847083
-4.229345,50,2846.325369
-7.477272,50,2854.641043
-6.543024,50,2863.01586
-15.529808,50,2871.365386
-7.814079,50,2879.710117
-6.01053,50,2888.108917
-8.797493,50,2896.494604
-3.986589,50,2904.938228
-6.248402,50,2913.347794
-2.774572,50,2921.747
-5.74251,50,2930.167263
-2.064928,14,2932.522153
-0.647707,9,2934.035393
-10.607977,50,2942.457136
-4.993673,50,2950.838667
-8.051021,50,2959.254811
-4.261533,50,2967.657107
-7.801153,50,2976.034177
-2.556395,50,2984.433454
-3.376803,50,2992.765571
-1.269009,8,2994.101753
-16.316188,50,3002.486453
-5.617847,50,3010.866613
-3.960957,50,3019.240871
-7.190192,50,3027.717744
-12.687431,50,3036.126436
-10.76543,50,3044.455742
-4.479107,50,3052.817427
-6.062615,50,3061.221194
-5.828944,50,3069.532846
-6.649887,50,3077.899161
-11.799398,50,3086.262997
-10.407937,50,3094.683818
-0.046999,1,3094.852977
-16.441898,50,3103.243202
-9.293869,50,3111.656958
-7.944214,50,3120.081172
-5.475486,50,3128.444581
-6.215723,50,3136.822138
-8.163512,50,3145.265779
-12.997717,50,3153.641592
-3.966654,50,3162.020039
-3.741421,50,3170.398231
-8.382335,50,3178.775636
-17.228638,50,3187.075844
-11.613223,50,3195.474313
-14.649143,50,3203.836249
-3.134834,50,3212.322415
-6.128664,50,3220.719543
-8.586535,50,3229.060504
-0.02215,1,3229.231157
-9.869577,50,3237.561947
-3.029713,50,3245.980559
-16.248628,50,3254.359639
-2.628652,50,3262.719303
-4.399354,50,3271.102586
-2.584495,50,3279.476952
-6.559336,50,3287.914552
-8.817785,50,3296.275693
-8.988342,50,3304.634213
-12.552278,50,3312.958952
-9.413261,50,3321.28849
-4.43504,50,3329.683034
-2.502285,50,3338.058161
-4.398148,50,3346.3934
-8.560081,50,3354.794953
-8.754272,50,3363.109666
-4.206154,50,3371.467523
-7.356045,50,3379.816002
-7.365335,50,3388.386915
-6.527226,50,3396.676654
-10.118586,50,3405.069374
-7.548462,50,3413.435137
-11.60562,50,3421.799765
-11.839733,50,3430.138629
-13.496074,50,3438.4951
-9.276591,50,3446.851081
-6.143925,50,3455.246246
-11.005277,50,3463.619851
-10.229219,50,3471.981423
-7.038332,50,3480.333271
-4.134347,50,3488.767254
-9.074061,50,3497.139951
-5.395251,50,3505.49875
-11.632918,50,3513.825233
-7.122305,50,3522.220862
-6.141583,50,3530.531917
-7.360514,50,3538.899006
-4.382217,50,3547.384398
-7.711846,50,3555.748352
-11.94324,50,3564.135906
-11.686103,50,3572.591719
-3.378172,50,3581.000974
-5.831323,50,3589.375563
-2.909005,50,3597.753766
-4.980253,50,3606.13448
-13.284914,50,3614.451789
