#{"t_start": 1715275577.1744618, "env_id": "PandaPush-v3"}
r,l,t
-2.569611,50,0.906446
-14.168194,50,3.706986
-2.989374,50,11.926651
-13.162353,50,20.202479
-4.420381,50,28.625221
-3.399009,50,36.942681
-11.892992,50,45.337659
-11.310386,50,53.529863
-0.010304,1,53.692537
-9.739274,50,61.940044
-12.367764,50,70.240532
-8.364781,50,78.474784
-6.230705,50,86.649889
-9.493019,50,94.889877
-11.652931,50,103.088008
-6.166335,50,111.292624
-8.078217,50,119.499886
-9.030471,50,127.732097
-11.623094,50,135.97179
-10.911204,50,144.236706
-6.21956,50,152.609548
-8.832604,50,160.974375
-5.358519,50,169.17079
-12.979942,50,177.3616
-6.882997,50,185.605216
-3.385822,50,193.914949
-6.452981,50,202.136938
-8.695454,50,210.342028
-10.413091,50,218.569266
-5.31183,50,226.839652
-13.649755,50,235.104746
-8.627749,50,243.431272
-11.337176,50,251.738065
-8.461238,50,259.989749
-13.672527,50,268.279714
-11.837656,50,276.536149
-9.1329,50,284.752611
-10.336215,50,292.959992
-12.387946,50,301.222621
-11.341883,50,309.473549
-0.047218,1,309.632714
-8.704917,50,317.894103
-9.219319,50,326.167887
-4.207211,50,334.474691
-5.643097,50,342.911185
-2.96629,50,353.035772
-9.839142,50,361.409179
-9.330148,50,369.464687
-6.268028,50,377.466339
-9.884925,50,385.489009
-4.391998,50,393.493696
-10.16926,50,401.501492
-0.035757,1,401.66148
-9.277134,50,410.131039
-6.271792,50,418.318588
-9.356741,50,426.822044
-8.312612,50,435.157562
-10.803658,50,443.650176
-3.48221,50,451.865906
-3.866855,50,460.107171
-3.313785,50,468.320549
-6.67348,50,476.519249
-5.427355,50,484.946285
-8.879075,50,493.205469
-14.462912,50,501.43832
-9.27667,50,509.743345
-5.249914,50,517.974468
-12.153206,50,526.225738
-5.752656,50,534.44478
-11.40679,50,542.693931
-10.211657,50,550.916178
-4.171687,50,559.195077
-8.156172,50,567.407848
-6.507111,50,575.642116
-13.550644,50,583.888072
-4.422676,50,592.163472
-15.712692,50,600.435848
-4.921735,50,608.738325
-10.508757,50,616.944371
-0.023607,1,617.104333
-0.036942,1,617.266381
-13.684575,50,625.46658
-11.264956,50,633.747781
-10.850578,50,641.950498
-13.56223,50,650.171355
-0.044712,1,650.340504
-6.527271,50,658.558617
-8.538461,50,666.886405
-4.366181,50,675.105697
-7.404667,50,683.361459
-6.959735,50,691.612546
-14.345388,50,699.826919
-8.434912,50,708.226354
-2.654251,50,716.500579
-4.37469,50,724.737473
-13.555196,50,733.021748
-6.662539,50,741.463416
-8.230021,50,749.637913
-0.039355,1,749.805087
-7.369407,50,757.907196
-14.127088,50,765.947188
-13.059855,50,773.949749
-5.68087,50,781.992877
-13.114392,50,790.031875
-4.425668,50,798.251556
-11.999962,50,806.45554
-5.773558,50,814.689187
-6.647634,50,823.222225
-7.739405,50,831.505245
-0.044881,1,831.662972
-4.502618,50,840.033944
-5.719256,50,848.814992
-8.375113,50,859.002819
-4.046384,50,868.489727
-17.753957,50,877.482198
-10.332614,50,886.587318
-15.26619,50,895.557363
-9.858925,50,904.644822
-10.057753,50,913.679768
-6.833666,50,922.719117
-7.950224,50,931.697447
-7.225756,50,940.691494
-10.83078,50,949.77328
