#{"t_start": 1715275577.14657, "env_id": "PandaPush-v3"}
r,l,t
-6.951622,50,0.935333
-10.248348,50,3.736031
-12.033306,50,11.954664
-2.640425,50,20.231751
-14.490671,50,28.65477
-6.33145,50,36.971889
-7.361482,50,45.366857
-10.274311,50,53.559424
-0.035524,1,53.72067
-7.305728,50,61.969916
-9.265595,50,70.269726
-7.903024,50,78.504041
-9.318371,50,86.67754
-10.902206,50,94.917907
-0.043608,1,95.08349
-6.709296,50,103.286527
-8.626191,50,111.483253
-4.475706,50,119.690276
-0.020936,1,119.85414
-4.180285,50,128.105773
-9.598401,50,136.329081
-15.213155,50,144.583276
-7.623035,50,152.981855
-12.847906,50,161.340024
-21.044041,50,169.52673
-5.081386,50,177.713537
-7.89448,50,185.969104
-10.609874,50,194.274349
-9.557115,50,202.495919
-7.334778,50,210.708788
-5.620804,50,218.927725
-10.532557,50,227.198697
-4.752551,50,235.452139
-11.886573,50,243.800628
-0.034652,1,243.97527
-10.304766,50,252.265759
-13.869635,50,260.525126
-9.225796,50,268.814965
-10.043697,50,277.057788
-3.734284,50,285.279449
-4.673814,50,293.476281
-7.223557,50,301.74402
-4.217039,50,310.003377
-3.761066,50,318.258588
-0.027461,1,318.421016
-6.008255,50,326.703714
-10.181222,50,334.991627
-2.857413,50,343.555754
-9.168421,50,353.602981
-6.743649,50,361.924165
-9.099443,50,369.962687
-12.045416,50,377.981069
-4.554214,50,385.996384
-9.446184,50,394.006854
-11.585725,50,402.015954
-3.76823,50,410.489271
-3.112909,50,418.692008
-5.540792,50,427.175482
-7.092838,50,435.511326
-11.94227,50,444.010124
-9.345898,50,452.243641
-7.809459,50,460.454843
-9.656845,50,468.674421
-5.269382,50,476.891618
-8.651825,50,485.311825
-9.582605,50,493.563323
-43.325474,50,501.798482
-4.443642,50,510.095452
-0.011404,1,510.267006
-11.80487,50,518.487023
-6.819657,50,526.746203
-0.017981,1,526.911692
-12.359924,50,535.128657
-11.452486,50,543.383716
-6.050732,50,551.594818
-10.375161,50,559.880901
-11.008836,50,568.098551
-1.017309,16,570.738444
-9.715913,50,578.938405
-2.920629,50,587.250239
-4.007752,50,595.49812
-10.282255,50,603.772497
-7.990761,50,612.05015
-0.041415,1,612.20261
-11.854412,50,620.398663
-9.69955,50,628.63792
-6.617228,50,636.908331
-8.579985,50,645.101742
-10.725574,50,653.354568
-2.631516,50,661.666699
-8.951799,50,669.891406
-0.046533,1,670.055838
-13.909134,50,678.304474
-6.751293,50,686.533374
-14.522564,50,694.750852
-15.258368,50,703.047291
-6.891392,50,711.385581
-4.866405,50,719.656087
-12.782922,50,727.89789
-4.499693,50,736.193368
-5.253369,50,744.584121
-13.690673,50,752.74297
-13.523711,50,760.858932
-6.043913,50,768.853848
-4.249809,50,776.876695
-9.937182,50,784.899874
-11.557159,50,793.04483
-2.808089,50,801.222875
-7.073326,50,809.433916
-13.691038,50,817.657919
-10.656118,50,826.207277
-0.047529,1,826.362821
-10.045737,50,834.594781
-7.943628,50,843.035464
-6.24251,50,852.400299
-11.836266,50,862.540231
-5.716539,50,871.764125
-6.299223,50,880.779606
-12.894207,50,889.857763
-3.279857,50,898.862992
-11.71725,50,907.930409
-16.04541,50,916.973498
-8.988032,50,926.016321
-11.577041,50,934.954541
-14.699424,50,943.988532
-9.155573,50,953.086567
-11.417999,50,962.100824
-6.173672,50,971.128545
-7.934372,50,980.083201
-7.837654,50,989.154457
-26.994051,50,998.217669
-6.210013,50,1007.263385
-8.370484,50,1016.279887
-4.61137,50,1025.266302
-5.777246,50,1034.344207
-8.229962,50,1043.318276
-7.265582,50,1052.349207
-9.306671,50,1061.397089
-11.606628,50,1070.438788
-7.805812,50,1079.467274
-11.298065,50,1088.489346
-5.528984,50,1097.633117
-12.376218,50,1106.772167
-2.706825,16,1109.670343
-2.664111,50,1118.743115
-7.503601,50,1127.788067
-4.459108,50,1136.820266
-8.607434,50,1145.890908
-10.18129,50,1154.977013
-3.850872,50,1164.010289
-10.536803,50,1172.698152
-9.051739,50,1181.277512
-7.352034,50,1189.625501
-8.484163,50,1197.889299
-7.35862,50,1206.112727
-3.483572,50,1214.391272
-12.649623,50,1222.759731
-4.117201,50,1231.168859
-8.496844,50,1239.556722
-7.600982,50,1247.939115
-7.928923,50,1256.342351
-8.336764,50,1265.124761
-7.26087,50,1274.091556
-8.677842,50,1283.0856
-9.678617,50,1292.125136
-8.510949,50,1301.258063
-5.291621,50,1310.337782
-7.056932,50,1319.364886
-6.612015,50,1328.405722
-11.449287,50,1337.488495
-8.575193,50,1346.614201
-0.020484,1,1346.798492
-0.049182,1,1346.97911
-9.429968,50,1356.075412
-9.497523,50,1365.116254
-19.311009,50,1374.163253
-0.038076,1,1374.341299
-13.453632,50,1383.426161
-5.178394,50,1392.530283
-12.399268,50,1401.639336
-13.030752,50,1410.726914
-11.669374,50,1419.705114
-10.565658,50,1428.78727
-11.236853,50,1437.828167
-8.899103,50,1446.909279
-2.962888,50,1455.88358
-2.864359,50,1464.917134
-12.201315,50,1473.981295
-3.181762,50,1482.962564
-9.708699,50,1492.00719
-5.665812,50,1501.033368
-0.035829,1,1501.222941
-15.495458,50,1510.214681
-7.876242,50,1519.220929
-13.665535,50,1528.247175
-4.14762,50,1537.311511
-9.984001,50,1546.34765
