#{"t_start": 1715023247.2384498, "env_id": "None"}
r,l,t
-117.669564,501,1.093361
-125.73436,501,1.722165
-119.677693,501,2.355097
-120.593624,501,2.972278
-115.691833,501,10.048183
-118.404066,501,10.671268
-116.848311,501,11.274523
-117.683692,501,11.882968
-120.134648,501,18.902456
-112.789966,501,19.493654
-115.564763,501,20.094354
-114.46046,501,20.691393
-118.882903,501,27.751642
-108.95788,501,28.344131
-109.558663,501,28.948902
-103.835604,501,29.560977
-111.563894,501,36.596174
-107.200168,501,37.226884
-111.878562,501,37.832068
-110.615267,501,38.461758
-103.969311,501,45.514369
-103.722844,501,46.132506
-105.374613,501,46.748333
-109.332222,501,47.372205
-100.07751,501,54.539005
-96.322076,501,55.149589
-97.98304,501,55.781849
-107.888868,501,56.399655
-101.788545,501,63.473038
-96.109358,501,64.092766
-96.514219,501,64.701512
-99.4138,501,65.310785
-90.268291,501,72.388509
-89.146513,501,73.027582
-87.146716,501,73.679117
-89.814755,501,74.339212
-92.294622,501,81.446766
-83.85394,501,82.080101
-84.333178,501,82.769987
-87.986297,501,83.520749
-85.456356,501,91.141284
-81.558737,501,91.816633
-83.1183,501,92.474639
-83.040633,501,93.142157
-80.01093,501,100.418645
-78.514207,501,101.070882
-80.476522,501,101.713219
-75.991464,501,102.361004
-80.980779,501,103.063526
-76.309304,501,110.223461
-75.259014,501,110.928608
-75.70106,501,111.628913
-73.91121,501,112.328203
-77.026885,501,119.484158
-74.509584,501,120.181894
-54.264299,341,120.634697
-56.670311,350,121.237565
-76.538304,501,128.519351
-69.888728,501,129.494003
-52.765492,317,130.188779
-70.776655,501,131.243244
-53.379684,331,132.091381
-50.017299,315,132.645225
-68.576191,501,140.324925
-69.983372,501,141.637184
-50.066856,314,142.451564
-72.722779,501,143.895136
-72.723696,501,151.856897
-43.967901,275,152.782459
-50.180256,318,153.756188
-69.249193,501,155.53278
-68.691895,501,157.159964
-46.549957,287,164.579794
-42.591582,263,165.699793
-43.669922,278,166.827436
-44.151265,280,167.81003
-42.977235,268,168.919005
-46.352262,288,169.983789
-44.180849,271,171.036216
-68.233271,501,179.50742
-42.880459,263,180.542885
-41.579459,263,181.649776
