#{"t_start": 1715343711.780523, "env_id": "PandaSlide-v3"}
r,l,t
-36.612324,50,0.968897
-31.429633,50,4.031365
-22.228353,50,12.158396
-23.267701,50,20.352436
-16.875389,50,28.560373
-22.178877,50,36.828848
-18.941063,50,45.073471
-21.842025,50,53.265819
-18.177267,50,61.525813
-21.605103,50,69.793571
-14.602601,50,78.025891
-19.716516,50,86.255241
-16.348664,50,94.470019
-21.345044,50,102.678865
-28.167088,50,110.859035
-18.218085,50,119.144091
-26.150541,50,127.443919
-14.549313,50,135.832402
-19.403937,50,144.072504
-14.924793,50,152.299359
-19.466926,50,160.726946
-31.173779,50,168.945169
-23.243132,50,177.075508
-21.463858,50,185.430641
-29.231823,50,193.676181
-19.783751,50,201.953506
-22.630629,50,210.237755
-31.990424,50,218.540872
-18.685422,50,226.849356
-14.391476,50,235.173304
-25.915694,50,243.473542
-28.198636,50,251.751647
-18.460516,50,260.032165
-25.107316,50,268.303865
-17.225548,50,276.663345
-23.338507,50,284.899499
-8.750837,50,293.184635
-22.770427,50,301.366068
-22.319722,50,309.586116
-19.885539,50,317.807192
-14.167693,50,326.161415
-33.298486,50,334.553253
-23.960488,50,342.832368
-24.006268,50,350.958877
-19.233556,50,359.3922
-51.408065,50,367.755375
-27.207066,50,376.164859
-30.301823,50,384.577107
-27.442506,50,393.196328
-18.133823,50,401.749872
-14.968963,50,410.086721
-18.402266,50,418.561194
