#{"t_start": 1715343711.789333, "env_id": "PandaSlide-v3"}
r,l,t
-23.811103,50,0.960403
-18.120626,50,4.024364
-15.378354,50,12.149677
-24.36803,50,20.345743
-14.268593,50,28.553324
-24.675009,50,36.820222
-27.039137,50,45.066115
-24.917745,50,53.257157
-26.805726,50,61.517432
-25.883888,50,69.786239
-22.816194,50,78.018308
-25.258041,50,86.247619
-17.165295,50,94.462723
-19.994294,50,102.671508
-19.89491,50,110.851478
-13.271028,50,119.135674
-20.205514,50,127.436332
-35.955957,50,135.824993
-23.995509,50,144.064973
-20.626227,50,152.29071
-20.971055,50,160.719411
-19.309216,50,168.938172
-23.54311,50,177.067957
-21.788476,50,185.42326
-13.596365,50,193.668459
-30.292046,50,201.945087
-17.575397,50,210.231304
-22.420706,50,218.533432
-15.575725,50,226.841973
-31.448933,50,235.165743
-13.715117,50,243.466067
-15.291749,50,251.744277
-23.176168,50,260.024471
-21.512936,50,268.296465
-13.402269,50,276.655711
-19.385575,50,284.891013
-11.434276,50,293.176391
-22.917514,50,301.358872
-13.980425,50,309.578608
-14.519897,50,317.799795
-28.568496,50,326.15284
-20.506804,50,334.544879
-59.802716,50,342.823538
-15.982421,50,350.952048
-19.690503,50,359.384775
-18.661006,50,367.748663
-23.43874,50,376.157277
-17.715307,50,384.570012
-16.243592,50,393.187623
-12.460968,50,401.7426
-15.077352,50,410.079416
-21.482454,50,418.554255
