#{"t_start": 1715343711.840825, "env_id": "PandaSlide-v3"}
r,l,t
-25.57725,50,0.908793
-20.627994,50,3.971251
-23.906071,50,12.100174
-7.52599,50,20.294259
-29.275212,50,28.502602
-20.214774,50,36.770686
-22.069623,50,45.01455
-15.877485,50,53.207608
-18.154118,50,61.465469
-21.898755,50,69.734749
-26.52561,50,77.967042
-18.741325,50,86.196209
-31.878305,50,94.410691
-14.833153,50,102.619962
-20.516868,50,110.800831
-13.620529,50,119.085317
-20.825603,50,127.386329
-17.346433,50,135.773992
-17.288299,50,144.012437
-15.039568,50,152.240538
-9.530436,50,160.667909
-17.416872,50,168.88556
-26.825715,50,177.01657
-22.999822,50,185.371631
-19.896319,50,193.615894
-20.835028,50,201.894811
-21.512144,50,210.177661
-16.22114,50,218.482294
-23.923148,50,226.790358
-18.430599,50,235.11321
-20.427468,50,243.414514
-15.699893,50,251.692658
-12.322412,50,259.973094
-15.38928,50,268.24473
-11.098542,50,276.604279
-29.723083,50,284.840634
-24.429428,50,293.123299
-20.31211,50,301.307211
-19.671645,50,309.526849
-7.735489,50,317.748775
-26.530805,50,326.102812
-17.227722,50,334.494646
-20.305831,50,342.773126
-19.323618,50,350.899531
-27.476734,50,359.333314
-15.796422,50,367.696099
-26.883242,50,376.105918
-9.126741,50,384.517774
-18.353125,50,393.138155
-36.469183,50,401.690961
-19.450791,50,410.027752
-29.653045,50,418.503088
