#{"t_start": 1715252734.672564, "env_id": "PandaReachObjEnv-v0"}
r,l,t
-410.821884,501,4.287889
-482.501409,501,7.990867
-0.648606,7,8.130547
-367.880824,501,11.876907
-233.999934,501,16.187486
-187.008502,501,27.361582
-132.336954,501,31.715942
-219.425092,501,36.047992
-1.146014,11,36.18664
-199.120751,501,40.861796
-127.876287,501,4.578265
-144.435625,501,8.739194
-0.543602,6,9.007569
-0.518686,6,9.116948
-166.974696,501,13.416678
-164.487261,501,17.801418
-7.049068,47,24.883913
-108.216994,501,29.486167
-150.276902,501,34.463778
-112.987349,501,39.26375
-150.5924,501,44.169575
-99.67016,501,5.015048
-225.817492,501,9.557764
-0.493279,6,9.75354
-0.415913,5,9.937964
-0.129899,2,10.019937
-147.372733,501,14.849212
-195.386402,501,19.611608
-224.59937,501,30.94954
-374.698415,501,35.948563
-151.45229,501,40.729854
-166.69221,501,45.751763
-89.518496,501,57.520216
-0.119907,2,57.676493
-212.083092,501,62.873564
-148.066651,501,67.611299
-1.437847,16,67.800604
-207.610842,501,72.723505
-0.260324,4,72.821279
-3.890523,30,73.245258
-147.355069,501,84.755126
-89.184861,501,90.263891
-143.110795,501,95.393172
-0.47328,6,95.58363
-170.741234,501,100.857445
-2.428672,23,101.356018
-144.048814,501,5.099657
-143.587972,501,9.807402
-0.251804,3,9.981471
-1.719173,19,10.435931
-143.649678,501,15.553882
-0.392818,5,15.809588
-74.001082,501,20.820526
-188.953907,501,32.891403
-117.027707,501,38.445953
-0.104337,2,38.610591
-116.039577,501,43.720375
-2.011131,18,44.063704
-1.241226,12,44.300027
-143.93946,501,49.856773
-3.601718,33,58.010157
-0.530032,6,58.193349
-1.12082,12,58.367213
-3.157833,29,58.891765
-137.505871,501,64.690829
-11.036178,64,65.673168
-0.379653,4,65.773678
-146.070176,501,71.598219
-171.141568,501,76.811143
-144.536396,501,89.367336
-1.178952,10,89.524327
-1.10805,11,89.74928
-92.57765,501,94.863398
-1.549444,13,95.038154
-0.229562,3,95.138997
-69.520041,501,101.540053
-147.064941,501,106.846637
-0.353342,4,106.944443
