#{"t_start": 1715246911.774766, "env_id": "PandaPickAndPlace-v3"}
r,l,t
-50.0,50,0.59915
-50.0,50,0.760531
-50.0,50,0.914726
-50.0,50,1.074116
-50.0,50,1.219713
-50.0,50,1.374734
-50.0,50,1.531696
-50.0,50,1.684533
-50.0,50,1.841738
-50.0,50,2.000372
-50.0,50,2.153457
-50.0,50,2.312173
-50.0,50,2.466655
-50.0,50,2.620609
0.0,1,2.624595
-50.0,50,2.783491
-50.0,50,2.934658
-50.0,50,3.088717
-11.0,12,3.124486
-50.0,50,3.278549
-50.0,50,3.430217
-50.0,50,3.644776
-50.0,50,3.799572
-50.0,50,3.953381
-50.0,50,4.108833
-50.0,50,4.266395
-50.0,50,4.418618
-50.0,50,4.582292
-50.0,50,4.740319
-50.0,50,4.90354
-50.0,50,5.070259
-50.0,50,5.263552
-50.0,50,5.436391
-50.0,50,5.665688
-50.0,50,5.852638
-50.0,50,6.018458
-50.0,50,6.179624
-50.0,50,6.343548
-50.0,50,6.5231
-50.0,50,6.710832
-50.0,50,6.894984
-50.0,50,7.069168
-50.0,50,15.167478
-50.0,50,15.340179
-50.0,50,15.501661
-50.0,50,15.660809
-50.0,50,15.832244
-50.0,50,15.998326
-50.0,50,16.159048
-50.0,50,16.312974
-50.0,50,16.469673
-50.0,50,16.629088
-50.0,50,16.778885
-50.0,50,16.937431
-50.0,50,17.097184
-50.0,50,17.253456
-50.0,50,17.414566
-50.0,50,17.582045
-50.0,50,17.737729
0.0,1,17.741441
-50.0,50,17.906022
-50.0,50,18.059594
-50.0,50,18.229656
-50.0,50,18.386014
-50.0,50,18.54377
-50.0,50,18.703749
-50.0,50,18.866727
-50.0,50,19.022098
-50.0,50,19.181095
-50.0,50,19.343248
-50.0,50,19.500797
-50.0,50,19.678799
-50.0,50,19.837846
-50.0,50,19.997463
-50.0,50,20.15299
-50.0,50,20.310198
-50.0,50,20.470333
-50.0,50,20.619636
-50.0,50,20.773064
-50.0,50,20.928049
-50.0,50,21.078434
-50.0,50,21.23817
-50.0,50,21.404734
-50.0,50,21.562421
-50.0,50,28.555302
-50.0,50,28.726747
-50.0,50,28.880277
-50.0,50,29.039421
-50.0,50,29.197917
-50.0,50,29.357984
-50.0,50,29.518735
-50.0,50,29.676373
-50.0,50,29.832408
-50.0,50,29.991715
-50.0,50,30.149428
-50.0,50,30.311352
-50.0,50,30.462904
-50.0,50,30.623154
-50.0,50,30.777891
-50.0,50,30.939442
-50.0,50,31.098788
-50.0,50,31.252772
-50.0,50,31.41736
-50.0,50,31.573833
-50.0,50,31.730907
-50.0,50,31.884341
-50.0,50,32.038286
-50.0,50,32.194622
-50.0,50,32.353769
-50.0,50,32.510164
-50.0,50,32.67489
-50.0,50,32.828627
-50.0,50,32.991389
-50.0,50,33.15123
-50.0,50,33.303899
-50.0,50,33.46304
-50.0,50,33.617864
-7.0,8,33.644505
-50.0,50,33.798959
-50.0,50,33.957218
-50.0,50,34.11365
-50.0,50,34.268244
-50.0,50,34.428641
-50.0,50,34.589266
-50.0,50,34.743512
-50.0,50,34.902417
-50.0,50,41.965382
-50.0,50,42.133178
-50.0,50,42.288759
-50.0,50,42.441911
-50.0,50,42.597989
-50.0,50,42.753472
-50.0,50,42.911073
-50.0,50,43.076929
-50.0,50,43.234136
-50.0,50,43.393326
-50.0,50,43.547893
-50.0,50,43.703649
-50.0,50,43.865361
-50.0,50,44.019867
-50.0,50,44.175336
-50.0,50,44.33058
-50.0,50,44.487128
-50.0,50,44.65805
-50.0,50,44.813167
-50.0,50,44.968319
-50.0,50,45.126594
-50.0,50,45.287238
-50.0,50,45.444998
0.0,1,45.448372
-50.0,50,45.601359
-50.0,50,45.756033
-50.0,50,45.912749
-50.0,50,46.06749
-50.0,50,46.21573
-50.0,50,46.373956
-50.0,50,46.529839
-50.0,50,46.682176
-50.0,50,46.841394
-50.0,50,46.995141
-50.0,50,47.15245
-50.0,50,47.308907
-50.0,50,47.469979
-50.0,50,47.630077
-50.0,50,47.798754
-50.0,50,47.954263
-50.0,50,48.114999
-50.0,50,48.274249
-50.0,50,55.285241
-50.0,50,55.448829
-50.0,50,55.603008
-50.0,50,55.756562
-50.0,50,55.911075
-50.0,50,56.064261
-50.0,50,56.219687
-50.0,50,56.37703
-50.0,50,56.538104
-50.0,50,56.695136
-50.0,50,56.848029
-50.0,50,57.003074
-50.0,50,57.155716
-50.0,50,57.312159
-50.0,50,57.470034
-50.0,50,57.625394
-50.0,50,57.790851
-50.0,50,57.94593
-50.0,50,58.100145
-50.0,50,58.25671
-50.0,50,58.414226
-50.0,50,58.569713
-50.0,50,58.719696
0.0,1,58.722053
-50.0,50,58.873943
-50.0,50,59.029494
-50.0,50,59.17842
0.0,1,59.182872
-50.0,50,59.343546
-50.0,50,59.500547
-50.0,50,59.649215
-50.0,50,59.802927
-50.0,50,59.962667
-50.0,50,60.120783
-50.0,50,60.27676
-50.0,50,60.428965
-50.0,50,60.582684
-50.0,50,60.736189
0.0,1,60.739314
-50.0,50,60.903041
-50.0,50,61.057063
-50.0,50,61.207052
-50.0,50,61.362253
-50.0,50,61.519039
-50.0,50,68.555662
-50.0,50,68.718356
-50.0,50,68.870774
-50.0,50,69.022339
-50.0,50,69.176833
-50.0,50,69.333783
-50.0,50,69.486261
-50.0,50,69.639442
-50.0,50,69.788939
-50.0,50,69.943369
-50.0,50,70.091914
-50.0,50,70.247995
-50.0,50,70.400449
-50.0,50,70.549372
-50.0,50,70.704317
-50.0,50,70.864281
-50.0,50,71.021435
-50.0,50,71.172353
-50.0,50,71.32398
-50.0,50,71.475557
-50.0,50,71.629068
-50.0,50,71.778351
-50.0,50,71.92972
-50.0,50,72.085242
-50.0,50,72.235806
-50.0,50,72.391536
-50.0,50,72.540267
-50.0,50,72.693995
-50.0,50,72.84403
-50.0,50,72.999402
-50.0,50,73.147584
-50.0,50,73.297877
-50.0,50,73.450054
0.0,1,73.453822
-50.0,50,73.611458
-50.0,50,73.766914
-50.0,50,73.924981
0.0,1,73.928037
-50.0,50,74.084316
-50.0,50,74.236306
-50.0,50,74.388191
-50.0,50,74.53793
-50.0,50,74.691634
-50.0,50,81.676604
-50.0,50,81.830094
-50.0,50,81.975316
-50.0,50,82.127883
-50.0,50,82.275276
-50.0,50,82.42709
-50.0,50,82.580058
-50.0,50,82.731619
-50.0,50,82.883971
-50.0,50,83.032677
-50.0,50,83.184169
-50.0,50,83.334132
-50.0,50,83.479256
-50.0,50,83.626066
-50.0,50,83.783351
-50.0,50,83.93342
-50.0,50,84.085457
-50.0,50,84.237986
-50.0,50,84.390667
-50.0,50,84.534991
-50.0,50,84.683158
-50.0,50,84.835079
-50.0,50,84.984268
-50.0,50,85.136334
-50.0,50,85.288813
-50.0,50,85.440327
-50.0,50,85.589102
-50.0,50,85.735047
-50.0,50,85.880707
-50.0,50,86.032243
-50.0,50,86.185141
-50.0,50,86.330156
-50.0,50,86.47865
-50.0,50,86.627994
-50.0,50,86.785095
-50.0,50,86.931233
-50.0,50,87.085466
-50.0,50,87.238341
-50.0,50,87.390661
-50.0,50,87.542931
-50.0,50,87.689121
-50.0,50,94.691398
-50.0,50,94.842147
-50.0,50,94.990739
-50.0,50,95.132763
-50.0,50,95.276625
-50.0,50,95.421515
-50.0,50,95.565684
-50.0,50,95.715767
-50.0,50,95.860946
-50.0,50,96.009256
-50.0,50,96.169993
-50.0,50,96.322766
-50.0,50,96.469981
-50.0,50,96.628971
-50.0,50,96.778847
-50.0,50,96.929137
-50.0,50,97.076858
-50.0,50,97.226036
-50.0,50,97.369822
-50.0,50,97.517643
-50.0,50,97.674953
-50.0,50,97.832614
-50.0,50,97.982077
-50.0,50,98.128875
-50.0,50,98.273548
-50.0,50,98.42057
-50.0,50,98.57332
-50.0,50,98.722821
-50.0,50,98.879542
-50.0,50,99.030536
-50.0,50,99.185884
-50.0,50,99.338224
-50.0,50,99.486085
-50.0,50,99.640575
-50.0,50,99.786899
-50.0,50,99.934931
-50.0,50,100.082125
0.0,1,100.085203
-50.0,50,100.236558
-50.0,50,100.387862
-50.0,50,100.535919
-50.0,50,100.678862
-50.0,50,108.397798
-50.0,50,108.560413
-50.0,50,108.755797
-50.0,50,108.930165
-50.0,50,109.087982
-50.0,50,109.254841
