#{"t_start": 1715246911.708362, "env_id": "PandaPickAndPlace-v3"}
r,l,t
-50.0,50,0.665474
-50.0,50,0.825887
-50.0,50,0.980909
-50.0,50,1.139363
-50.0,50,1.285416
-50.0,50,1.440631
-50.0,50,1.59889
-50.0,50,1.750687
-50.0,50,1.907056
-50.0,50,2.065688
-50.0,50,2.218729
0.0,1,2.223017
-50.0,50,2.383102
-50.0,50,2.536248
-50.0,50,2.690806
-50.0,50,2.849678
-50.0,50,3.000304
-50.0,50,3.154981
-50.0,50,3.30723
-50.0,50,3.462702
-50.0,50,3.674376
-50.0,50,3.83001
-50.0,50,3.985634
-50.0,50,4.138165
-50.0,50,4.294577
-50.0,50,4.4494
-50.0,50,4.608148
-50.0,50,4.770362
-50.0,50,4.924715
-50.0,50,5.098978
-50.0,50,5.279977
-50.0,50,5.457117
-50.0,50,5.67435
-50.0,50,5.882549
-50.0,50,6.044928
-50.0,50,6.209005
-50.0,50,6.371218
-50.0,50,6.529769
-50.0,50,6.734607
-50.0,50,6.912809
-50.0,50,7.098704
-50.0,50,15.190543
-50.0,50,15.369191
-50.0,50,15.531118
-50.0,50,15.688835
-50.0,50,15.857652
-50.0,50,16.021708
-50.0,50,16.186277
-50.0,50,16.340746
-50.0,50,16.497493
-50.0,50,16.658069
-50.0,50,16.806928
-50.0,50,16.964307
-50.0,50,17.124528
-50.0,50,17.283726
-50.0,50,17.43752
-50.0,50,17.609298
-50.0,50,17.766168
-50.0,50,17.928687
-50.0,50,18.083889
-50.0,50,18.253213
-50.0,50,18.408478
-50.0,50,18.567329
-50.0,50,18.728597
-50.0,50,18.890343
-50.0,50,19.046328
-50.0,50,19.207374
-50.0,50,19.366393
-50.0,50,19.523441
-50.0,50,19.704299
-50.0,50,19.86242
-50.0,50,20.019744
-50.0,50,20.176814
-50.0,50,20.334196
-50.0,50,20.494467
-50.0,50,20.64681
0.0,1,20.649814
-50.0,50,20.802751
-50.0,50,20.954932
-50.0,50,21.107821
-50.0,50,21.265498
-50.0,50,21.430175
-50.0,50,21.590229
-50.0,50,28.581659
-50.0,50,28.753739
-50.0,50,28.908391
-50.0,50,29.063789
-28.0,29,29.160354
-50.0,50,29.317274
-50.0,50,29.479044
-50.0,50,29.636535
-50.0,50,29.793575
-50.0,50,29.954563
-50.0,50,30.1105
-50.0,50,30.27442
-50.0,50,30.429468
-50.0,50,30.586837
-50.0,50,30.741375
-50.0,50,30.8968
-50.0,50,31.062056
-50.0,50,31.216972
-50.0,50,31.372002
-50.0,50,31.535808
-50.0,50,31.694562
-24.0,25,31.773219
-50.0,50,31.924982
-50.0,50,32.078627
-50.0,50,32.236987
-50.0,50,32.393074
-50.0,50,32.55207
-50.0,50,32.714259
-50.0,50,32.869641
-50.0,50,33.031189
-50.0,50,33.192332
-50.0,50,33.344826
-50.0,50,33.503918
-50.0,50,33.658134
-50.0,50,33.816798
-50.0,50,33.97407
-50.0,50,34.13228
-50.0,50,34.283395
-50.0,50,34.443507
-50.0,50,34.606447
-50.0,50,34.759703
-50.0,50,34.915578
-50.0,50,41.974924
-50.0,50,42.151034
-50.0,50,42.304686
-50.0,50,42.459209
-50.0,50,42.614757
-50.0,50,42.770771
-50.0,50,42.925798
-50.0,50,43.091253
-50.0,50,43.251636
-50.0,50,43.406448
-50.0,50,43.562369
-50.0,50,43.720253
-50.0,50,43.879483
-50.0,50,44.034777
-50.0,50,44.193476
-14.0,15,44.238407
-50.0,50,44.39292
-50.0,50,44.550236
-50.0,50,44.719865
-50.0,50,44.876986
-50.0,50,45.030718
-50.0,50,45.188821
-50.0,50,45.34835
