#{"t_start": 1715246911.718356, "env_id": "PandaPickAndPlace-v3"}
r,l,t
-50.0,50,0.656006
-50.0,50,0.817402
-50.0,50,0.972126
-50.0,50,1.13031
-50.0,50,1.275053
-50.0,50,1.432513
-50.0,50,1.5891
-50.0,50,1.741553
-50.0,50,1.897882
-50.0,50,2.056597
-50.0,50,2.210084
-50.0,50,2.370327
-50.0,50,2.522328
-50.0,50,2.677137
-50.0,50,2.836112
-50.0,50,2.986788
-50.0,50,3.141821
-50.0,50,3.293741
-50.0,50,3.449593
-50.0,50,3.604644
-50.0,50,3.817173
-50.0,50,3.972486
-50.0,50,4.125335
-50.0,50,4.282017
-50.0,50,4.436716
-50.0,50,4.592493
-50.0,50,4.757518
-50.0,50,4.910855
0.0,1,4.915513
-50.0,50,5.090039
-50.0,50,5.272386
-50.0,50,5.448025
-50.0,50,5.66544
-50.0,50,5.873658
-50.0,50,6.035886
0.0,1,6.039266
-50.0,50,6.202738
-50.0,50,6.365277
-50.0,50,6.523914
-50.0,50,6.729259
-50.0,50,6.906762
-50.0,50,7.093286
-50.0,50,15.185601
-50.0,50,15.363558
-50.0,50,15.524462
-50.0,50,15.683238
-50.0,50,15.852317
-50.0,50,16.016622
-50.0,50,16.180482
-50.0,50,16.334845
-50.0,50,16.492559
-50.0,50,16.652773
-50.0,50,16.800929
-50.0,50,16.958294
-50.0,50,17.118994
-50.0,50,17.277659
-50.0,50,17.432943
-50.0,50,17.603443
-50.0,50,17.761598
-50.0,50,17.923105
-50.0,50,18.078472
-50.0,50,18.247479
-50.0,50,18.402857
-50.0,50,18.561487
-50.0,50,18.723085
-50.0,50,18.884872
-50.0,50,19.041779
-50.0,50,19.201632
-50.0,50,19.361458
-50.0,50,19.517077
-50.0,50,19.698007
-50.0,50,19.857079
-50.0,50,20.014067
-50.0,50,20.171273
-50.0,50,20.328493
-50.0,50,20.48807
0.0,1,20.491656
-50.0,50,20.644108
-50.0,50,20.796621
-50.0,50,20.948925
-50.0,50,21.102237
-50.0,50,21.259779
-50.0,50,21.424999
-50.0,50,21.585476
-50.0,50,28.575765
-50.0,50,28.747451
-50.0,50,28.902014
-50.0,50,29.057842
-50.0,50,29.220089
-50.0,50,29.381692
-50.0,50,29.539535
-50.0,50,29.697344
-50.0,50,29.854431
-50.0,50,30.011614
-50.0,50,30.16835
-50.0,50,30.333209
-50.0,50,30.487202
-50.0,50,30.644755
-50.0,50,30.801608
-50.0,50,30.959708
-50.0,50,31.122074
-50.0,50,31.27735
-50.0,50,31.440125
-50.0,50,31.597498
-50.0,50,31.754646
-50.0,50,31.907078
-50.0,50,32.058588
-50.0,50,32.217671
-50.0,50,32.372405
-50.0,50,32.533307
-50.0,50,32.694
-50.0,50,32.851388
-50.0,50,33.012443
-12.0,13,33.054796
-50.0,50,33.213932
-50.0,50,33.367567
-50.0,50,33.525095
-50.0,50,33.680623
-50.0,50,33.838087
-50.0,50,33.993677
-10.0,11,34.030938
-50.0,50,34.18601
-50.0,50,34.341885
-50.0,50,34.50031
-50.0,50,34.662297
-50.0,50,34.815138
-50.0,50,34.97423
-50.0,50,42.041348
