#{"t_start": 1715269046.740742, "env_id": "PandaPush-v3"}
r,l,t
-23.583293,50,0.626027
-20.888125,50,0.787745
-15.859126,50,0.94117
-17.870477,50,1.104988
-13.96989,50,1.2635
-14.142055,50,1.416338
-14.142068,50,1.574037
-15.17322,50,1.731731
-14.142084,50,1.884942
-9.93235,50,2.040406
-16.27387,50,2.190795
-14.143382,50,2.3427
-19.387108,50,2.502063
-14.143488,50,2.655093
-13.476464,50,2.814032
-14.143373,50,2.96964
-14.142987,50,3.127559
-19.244338,50,3.281683
-14.143632,50,3.433719
-15.961454,50,3.588586
-17.6295,50,3.80556
-12.195339,50,3.960672
-25.176333,50,4.116141
-13.939468,50,4.277017
-13.430392,50,4.433822
-13.808711,50,4.591923
-12.698649,50,4.749168
-14.140584,50,4.90681
-14.140752,50,5.071036
-21.099481,50,5.23079
-14.222432,50,5.385582
-14.140173,50,5.540359
-14.140632,50,5.696621
-14.140724,50,5.853322
-13.651288,50,6.002949
-14.140597,50,6.156403
-13.986985,50,6.318603
-14.532806,50,6.478813
-14.143192,50,6.641938
-13.125671,50,6.798991
-17.131773,50,14.468447
-14.140162,50,14.664302
-14.141204,50,14.831838
-16.852403,50,15.040188
-14.142361,50,15.208126
-14.14195,50,15.37602
-14.141976,50,15.533321
-12.467078,50,15.690431
-14.140322,50,15.849112
-14.140592,50,15.999516
-15.157322,50,16.153893
-14.142779,50,16.312842
-34.33217,50,16.469586
-13.153282,50,16.624689
-14.141793,50,16.782541
-30.645029,50,16.943925
-13.435462,50,17.096701
-14.632313,50,17.255431
-14.141843,50,17.415294
-17.980102,50,17.569521
-11.345451,50,17.731449
-15.386611,50,17.892487
-14.142058,50,18.047273
-14.142067,50,18.205947
-20.878777,50,18.361824
-14.14022,50,18.518509
-20.318182,50,18.676068
-14.14325,50,18.838522
-14.142987,50,18.990174
-19.177924,50,19.152304
-14.142917,50,19.311407
-14.142797,50,19.470996
-14.142715,50,19.625347
-13.607407,50,19.779861
-11.656708,50,19.933401
-14.14361,50,20.091713
-14.48838,50,20.242645
-14.142053,50,20.403721
-15.089646,50,20.558569
-14.142886,50,20.71857
-14.142726,50,20.886216
-14.142511,50,27.911224
-14.142987,50,28.090351
-14.142987,50,28.248733
-14.142971,50,28.411635
-14.142987,50,28.563966
-14.142987,50,28.719026
-14.142483,50,28.876317
-14.14281,50,29.030903
-18.221868,50,29.187304
-20.049225,50,29.346581
-8.733154,50,29.506422
-24.456289,50,29.662792
-13.138635,50,29.818187
-14.141951,50,29.965223
-14.141953,50,30.119026
-14.141948,50,30.27453
-20.40606,50,30.428459
-13.660151,50,30.586264
-14.140234,50,30.741524
-14.140652,50,30.903135
-14.141046,50,31.058239
-14.140544,50,31.216513
-14.140611,50,31.368962
-14.141367,50,31.525
-14.140544,50,31.680452
-24.841829,50,31.832251
-23.152526,50,31.985924
-14.137266,50,32.143881
-14.142959,50,32.299329
-14.142963,50,32.453127
-14.142646,50,32.600989
-14.142987,50,32.760446
-22.953028,50,32.920673
-14.143487,50,33.077854
-12.98584,50,33.228276
-16.528295,50,33.385154
-14.142059,50,33.542573
-25.945761,50,33.696273
-14.142036,50,33.854423
-14.142466,50,34.028909
-24.263008,50,34.181561
-18.282725,50,41.30701
-14.141816,50,41.478875
-14.141793,50,41.634409
-14.141805,50,41.789186
-14.141822,50,41.946754
-14.141793,50,42.096205
-14.141834,50,42.244945
-14.141847,50,42.399166
-14.141878,50,42.552724
-16.306788,50,42.705716
-14.143726,50,42.861225
-14.143728,50,43.012031
-14.143728,50,43.167248
-14.143579,50,43.325096
-14.143152,50,43.475269
-14.143277,50,43.627518
-14.143728,50,43.782381
-14.143728,50,43.926695
-14.143309,50,44.100266
-14.143615,50,44.254371
-14.143728,50,44.414697
-14.143728,50,44.572813
-14.143675,50,44.727865
-14.143152,50,44.873812
-13.017611,50,45.031324
-14.142356,50,45.181172
-14.141944,50,45.337247
-14.141952,50,45.492231
-14.141928,50,45.646011
-14.142014,50,45.801822
-16.504663,50,45.953995
-14.143625,50,46.105984
-14.143181,50,46.260359
-14.143728,50,46.415996
-14.143728,50,46.567477
-14.143728,50,46.72314
-14.143649,50,46.878982
-14.143661,50,47.034283
-24.54649,50,47.196801
-15.934531,50,47.347763
-14.142738,50,47.494408
-14.142987,50,54.359926
-14.142987,50,54.528195
-14.142987,50,54.678
-14.142864,50,54.829852
-14.1429,50,54.983403
-14.142987,50,55.132069
-14.14295,50,55.282828
-14.142758,50,55.431649
-14.142811,50,55.584993
-14.142925,50,55.737533
-14.142843,50,55.88232
-14.142987,50,56.028963
-14.142987,50,56.184993
-14.142685,50,56.339184
-21.405438,50,56.489982
-14.143275,50,56.641392
-13.197497,50,56.793379
-14.142053,50,56.949706
-14.14206,50,57.09515
-14.142078,50,57.245819
-11.567157,50,57.397928
-14.142058,50,57.549879
-14.142053,50,57.691265
-19.721822,50,57.839817
-14.140139,50,57.989094
-14.140544,50,58.141984
-16.963202,50,58.291611
-15.002312,50,58.437657
-13.272479,50,58.584883
-14.140123,50,58.737128
-14.140893,50,58.894681
-14.140546,50,59.040511
-14.140793,50,59.186744
-14.140661,50,59.333219
-14.140623,50,59.48518
-14.140747,50,59.634937
-14.140544,50,59.791995
-14.140544,50,59.952255
-15.275386,50,60.103825
-14.142053,50,60.256885
-14.142053,50,60.406732
-23.491024,50,67.194221
-14.142065,50,67.359269
-13.715564,50,67.510511
-14.143244,50,67.666739
-14.142987,50,67.812868
-14.142961,50,67.958909
-14.142987,50,68.105886
-14.142987,50,68.253511
-14.142872,50,68.400471
-14.142987,50,68.547459
-14.142695,50,68.699738
-14.142987,50,68.844227
-14.142987,50,68.986604
-14.142987,50,69.136231
-14.142987,50,69.284232
-13.355735,50,69.432532
-14.140505,50,69.591282
-14.140544,50,69.744603
-14.140544,50,69.889447
-14.140735,50,70.039711
-14.140544,50,70.188286
-15.217564,50,70.341547
-14.142048,50,70.504065
-14.142435,50,70.650262
-14.142478,50,70.797149
-14.142478,50,70.947701
-14.142471,50,71.09444
-14.142478,50,71.234503
-14.142421,50,71.374751
-14.142478,50,71.521487
-30.754896,50,71.667198
-14.141814,50,71.806466
