#{"t_start": 1715269046.740084, "env_id": "PandaPush-v3"}
r,l,t
-14.141836,50,0.62806
-14.141804,50,0.789629
-14.141891,50,0.943089
-18.475756,50,1.106398
-14.142053,50,1.26404
-14.142053,50,1.4182
-14.142079,50,1.575728
-17.480503,50,1.733314
-15.047709,50,1.886482
-14.142021,50,2.042079
-14.141933,50,2.192738
-28.837256,50,2.344466
-14.140375,50,2.504794
-14.140579,50,2.657279
-14.140544,50,2.815274
-16.944831,50,2.972699
-14.143382,50,3.129081
-14.029927,50,3.283947
-14.14235,50,3.435295
-14.142344,50,3.590791
-13.213383,50,3.807244
-14.915451,50,3.961809
-14.142477,50,4.117773
-17.694802,50,4.278882
-14.142213,50,4.435585
-14.142153,50,4.593619
-17.154781,50,4.751606
-14.98043,50,4.908521
-14.142899,50,5.071774
-14.142806,50,5.23167
-14.142545,50,5.387023
-14.142862,50,5.542635
-14.142808,50,5.698198
-13.279947,50,5.854917
-21.080326,50,6.004225
-14.143291,50,6.158373
-14.192748,50,6.32049
-16.423264,50,6.480587
-14.719389,50,6.643683
-14.142211,50,6.800841
-16.253237,50,14.47051
-14.142048,50,14.666024
-17.762415,50,14.833536
-14.142053,50,15.041192
-14.142053,50,15.208876
-14.142064,50,15.378348
-12.338479,50,15.533845
-14.142056,50,15.692409
-21.156678,50,15.85092
-14.143176,50,16.000586
-14.142843,50,16.154612
-12.758365,50,16.31449
-14.142477,50,16.472188
-14.142463,50,16.625806
-13.583922,50,16.783548
-14.143252,50,16.944972
-14.14353,50,17.098332
-14.143475,50,17.258303
-14.143649,50,17.416682
-14.143728,50,17.57065
-14.142983,50,17.732266
-14.642545,50,17.892983
-14.140158,50,18.048727
-14.140762,50,18.206999
-14.140641,50,18.363322
-30.844428,50,18.519458
-14.14322,50,18.678092
-14.142987,50,18.839859
-14.142829,50,18.992321
-14.142987,50,19.152771
-14.142987,50,19.312047
-26.986654,50,19.473284
-7.566305,50,19.626983
-14.143588,50,19.779935
-14.143393,50,19.934548
-29.600733,50,20.092994
-14.143382,50,20.245216
-18.720468,50,20.404666
-14.140412,50,20.560439
-11.938761,50,20.720568
-14.141934,50,20.88781
-14.142478,50,27.913569
-14.142425,50,28.092343
-14.760504,50,28.250451
-14.141906,50,28.413442
-14.142478,50,28.56474
-14.142438,50,28.720838
-14.142478,50,28.878381
-14.142429,50,29.032701
-19.967165,50,29.189242
-14.143382,50,29.348441
-14.142987,50,29.508363
-14.14297,50,29.664359
-14.142987,50,29.819139
-14.142791,50,29.966657
-14.142969,50,30.120913
-17.444759,50,30.27642
-25.726412,50,30.42995
-33.592905,50,30.586607
-14.143299,50,30.743329
-14.142918,50,30.904839
-14.142987,50,31.060017
-14.142892,50,31.218763
-14.142987,50,31.36985
-14.142987,50,31.52663
-14.142829,50,31.681978
-15.722109,50,31.833875
-14.142379,50,31.987636
-15.828906,50,32.145372
-16.07559,50,32.301059
-14.142392,50,32.454018
-14.141937,50,32.602762
-14.141984,50,32.761972
-13.513794,50,32.92234
-13.130021,50,33.079508
-14.142053,50,33.229937
-15.469296,50,33.38667
-14.142916,50,33.543924
-14.142976,50,33.698241
-11.074427,50,33.855597
-14.142379,50,34.030074
-14.14237,50,34.183124
-14.142351,50,41.309066
-14.142373,50,41.480915
-14.142377,50,41.63548
-14.077685,50,41.790939
-14.142474,50,41.948596
-12.830448,50,42.098212
-14.142058,50,42.246565
-14.142053,50,42.400798
